station_uid,station_address,station_type_name,station_brand,station_model,connector_evse_id,station_owner_company_is_shopping_center,station_owner_company_show_advanced_services,station_owner_company_show_roaming,station_owner_company_show_map,plugs,sessions,totEnergy,totEnergyNotLocal,totSessions,totSessionsNotLocal,totCost,totPublicSessions,totPublicCost,totPublicEnergy
7d37b3e5-8ea8-4ec7-a651-a30ed882e323,A9 Autostrada dei laghi,PARKING_LOT,alpitronic GmbH,HYC300_4_21_21_00_00,IT*F2X*EF2XITI1103*1,false,true,false,false,"[{'max_electric_power': 400000, 'max_voltage': 800, 'power_type_id': 3, 'plug_type_id': 21, 'plug_format_id': 2, 'type': 'COMBO', 'format': 'CABLE'}]","[{'count': 1, 'energy': 0.675, 'date': '2024-06', 'cost': '0.46', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 72, 'energy': 2279.8270000000007, 'date': '2024-07', 'cost': '1550.30', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 60, 'energy': 1907.5880000000002, 'date': '2024-08', 'cost': '1300.77', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 3, 'energy': 102.199, 'date': '2024-09', 'cost': '69.50', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}]",4290.288999999999,4289.614,136,135,2921.03,136,2921.03,4290.288999999999
e0728947-4a62-41ed-9e8f-c8a4e74d0297,Autostrada del Sole,PARKING_LOT,alpitronic GmbH,HYC300_4_21_21_00_00,IT*F2X*EF2XITB5502*2,false,true,false,false,"[{'max_electric_power': 300000, 'max_voltage': 600, 'power_type_id': 3, 'plug_type_id': 21, 'plug_format_id': 2, 'type': 'COMBO', 'format': 'CABLE'}]","[{'count': 224, 'energy': 5888.400000000001, 'date': '2024-01', 'cost': '4004.04', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 121, 'energy': 2712.98, 'date': '2024-02', 'cost': '1844.78', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 93, 'energy': 2755.5200000000004, 'date': '2024-03', 'cost': '1873.78', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 140, 'energy': 4058.524, 'date': '2024-04', 'cost': '2759.80', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 190, 'energy': 5723.391999999997, 'date': '2024-05', 'cost': '3894.03', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 320, 'energy': 9726.864000000003, 'date': '2024-06', 'cost': '6544.27', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 349, 'energy': 10768.696000000002, 'date': '2024-07', 'cost': '7183.46', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 202, 'energy': 6976.263999999996, 'date': '2024-08', 'cost': '4670.93', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 12, 'energy': 496.184, 'date': '2024-09', 'cost': '321.20', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}]",49106.824000000015,47586.01600000002,1651,1603,33096.29,1651,33096.29,49106.824000000015
c47572ab-0f57-4a03-8b77-0d294606ff9f,Autostrada Adriatica,PARKING_LOT,alpitronic GmbH,HYC300_4_21_21_00_00,IT*F2X*EF2XITO3602*2,false,true,false,false,"[{'max_electric_power': 300000, 'max_voltage': 600, 'power_type_id': 3, 'plug_type_id': 21, 'plug_format_id': 2, 'type': 'COMBO', 'format': 'CABLE'}]","[{'count': 57, 'energy': 1981.8160000000005, 'date': '2024-01', 'cost': '1347.69', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 63, 'energy': 1972.2840000000003, 'date': '2024-02', 'cost': '1341.11', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 80, 'energy': 2636.1519999999987, 'date': '2024-03', 'cost': '1792.52', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 79, 'energy': 2525.444, 'date': '2024-04', 'cost': '1717.33', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 80, 'energy': 2843.539999999999, 'date': '2024-05', 'cost': '1933.60', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 98, 'energy': 3396.6679999999997, 'date': '2024-06', 'cost': '2309.76', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 147, 'energy': 5399.344000000001, 'date': '2024-07', 'cost': '3672.18', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 173, 'energy': 5966.228000000003, 'date': '2024-08', 'cost': '4057.83', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 12, 'energy': 434.728, 'date': '2024-09', 'cost': '295.62', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}]",27156.203999999972,26664.379999999986,789,778,18467.64,789,18467.64,27156.203999999972
c60984f4-4517-40d7-a295-2330cd41846a,A4 Torino - Venezia,PARKING_LOT,alpitronic GmbH,HYC300_4_21_21_00_00,IT*F2X*EF2XITD3001*2,false,true,false,false,"[{'max_electric_power': 300000, 'max_voltage': 600, 'power_type_id': 3, 'plug_type_id': 21, 'plug_format_id': 2, 'type': 'COMBO', 'format': 'CABLE'}]","[{'count': 1, 'energy': 11.294, 'date': '2024-01', 'cost': '7.68', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 28, 'energy': 771.764, 'date': '2024-02', 'cost': '524.79', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 23, 'energy': 570.134, 'date': '2024-03', 'cost': '387.73', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 51, 'energy': 1501.1019999999999, 'date': '2024-04', 'cost': '1020.78', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 50, 'energy': 1870.5959999999998, 'date': '2024-05', 'cost': '1271.97', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 52, 'energy': 1597.0409999999997, 'date': '2024-06', 'cost': '1086.41', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 74, 'energy': 2530.7140000000004, 'date': '2024-07', 'cost': '1720.89', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 79, 'energy': 2773.0989999999983, 'date': '2024-08', 'cost': '1885.69', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 7, 'energy': 256.394, 'date': '2024-09', 'cost': '174.35', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}]",11882.138000000004,11702.995000000004,365,358,8080.29,365,8080.29,11882.138000000004
a2e23aa0-830d-4656-9ed5-f50ba4e70f29,Autostrada del Sole,PARKING_LOT,alpitronic GmbH,HYC300_4_21_21_00_00,IT*F2X*EF2XITA3001*2,false,true,false,false,"[{'max_electric_power': 300000, 'max_voltage': 600, 'power_type_id': 3, 'plug_type_id': 21, 'plug_format_id': 2, 'type': 'COMBO', 'format': 'CABLE'}]","[{'count': 315, 'energy': 10689.799999999996, 'date': '2024-01', 'cost': '7269.04', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 169, 'energy': 5902.776000000002, 'date': '2024-02', 'cost': '4013.89', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 197, 'energy': 6514.159999999999, 'date': '2024-03', 'cost': '4429.61', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 240, 'energy': 8404.864000000003, 'date': '2024-04', 'cost': '5715.35', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 282, 'energy': 9675.344, 'date': '2024-05', 'cost': '6579.35', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 267, 'energy': 9252.8, 'date': '2024-06', 'cost': '6298.18', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 316, 'energy': 11411.855999999996, 'date': '2024-07', 'cost': '7751.23', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 333, 'energy': 12163.216000000002, 'date': '2024-08', 'cost': '8250.04', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 2, 'energy': 23.648, 'date': '2024-09', 'cost': '16.08', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}]",74038.46399999993,72850.83999999997,2121,2082,50322.77,2121,50322.77,74038.46399999993
2ce6574c-8da8-4b75-bf59-708facf171ac,Autostrada Adriatica,PARKING_LOT,EVTEC,10941.1A,IT*F2X*EF2XITN6551*2,false,true,false,false,"[{'max_electric_power': 62500, 'max_voltage': 500, 'power_type_id': 3, 'plug_type_id': 1, 'plug_format_id': 2, 'type': 'CHADEMO', 'format': 'CABLE'}]","[{'count': 1, 'energy': 30.892, 'date': '2024-01', 'cost': '16.99', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 4, 'energy': 34.909000000000006, 'date': '2024-02', 'cost': '19.20', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 1, 'energy': 0.289, 'date': '2024-03', 'cost': '0.16', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 2, 'energy': 28.852, 'date': '2024-04', 'cost': '15.86', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 2, 'energy': 40.854, 'date': '2024-05', 'cost': '22.47', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 2, 'energy': 37.967, 'date': '2024-06', 'cost': '20.88', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 3, 'energy': 35.854, 'date': '2024-07', 'cost': '19.72', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 5, 'energy': 58.771, 'date': '2024-08', 'cost': '32.33', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}]",268.38800000000003,268.38800000000003,20,20,155.14,20,155.14,268.38800000000003
ed49ce02-94f3-4d04-b559-40676e53dac5,A27 - Autostrada d'Alemagna,PARKING_LOT,EVTEC,10941.1A,IT*F2X*EF2XITY3151*2,false,true,false,false,"[{'max_electric_power': 62500, 'max_voltage': 500, 'power_type_id': 3, 'plug_type_id': 1, 'plug_format_id': 2, 'type': 'CHADEMO', 'format': 'CABLE'}]","[{'count': 4, 'energy': 16.654, 'date': '2024-03', 'cost': '9.16', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 1, 'energy': 13.764, 'date': '2024-04', 'cost': '7.57', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 1, 'energy': 11.407, 'date': '2024-06', 'cost': '6.27', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 2, 'energy': 25.064999999999998, 'date': '2024-07', 'cost': '13.78', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 3, 'energy': 22.321, 'date': '2024-08', 'cost': '12.28', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}]",89.21099999999998,89.21099999999998,11,11,49.06,11,49.06,89.21099999999998
ddc7796e-38c2-47d9-a945-d8df89581ac8,Autostrada dei laghi,PARKING_LOT,alpitronic GmbH,HYC300_4_21_21_00_00,IT*F2X*EF2XITH3003*2,false,true,false,false,"[{'max_electric_power': 300000, 'max_voltage': 600, 'power_type_id': 3, 'plug_type_id': 21, 'plug_format_id': 2, 'type': 'COMBO', 'format': 'CABLE'}]","[{'count': 5, 'energy': 582.5020000000001, 'date': '2024-07', 'cost': '399.41', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 31, 'energy': 2323.206, 'date': '2024-08', 'cost': '1580.55', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 4, 'energy': 604.127, 'date': '2024-09', 'cost': '410.80', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}]",3509.835000000001,3509.406000000001,40,39,2390.76,40,2390.76,3509.835000000001
68c2b5c7-68a0-4ee5-bc2c-8b4ae90c879d,A14 - Autostrada Adriatica,PARKING_LOT,alpitronic GmbH,HYC300_4_21_21_00_00,IT*F2X*EF2XITN2504*1,false,true,false,false,"[{'max_electric_power': 200000, 'max_voltage': 400, 'power_type_id': 3, 'plug_type_id': 21, 'plug_format_id': 2, 'type': 'COMBO', 'format': 'CABLE'}]","[{'count': 4, 'energy': 13.033999999999999, 'date': '2024-04', 'cost': '8.87', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}]",13.033999999999999,0.0,4,0,8.87,4,8.87,13.033999999999999
3d0c98ed-8105-4559-9157-506e90851bd2,Autostrada Adriatica,PARKING_LOT,alpitronic GmbH,HYC400_6_21_21_00_00,IT*F2X*EF2XITN3604*2,false,true,false,false,"[{'max_electric_power': 400000, 'max_voltage': 800, 'power_type_id': 3, 'plug_type_id': 21, 'plug_format_id': 2, 'type': 'COMBO', 'format': 'CABLE'}]","[{'count': 85, 'energy': 3060.467999999999, 'date': '2024-07', 'cost': '2081.11', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 108, 'energy': 3770.9209999999994, 'date': '2024-08', 'cost': '2532.89', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 8, 'energy': 225.74, 'date': '2024-09', 'cost': '153.51', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}]",7057.128999999998,6899.118999999999,201,195,4767.51,201,4767.51,7057.128999999998
1e925692-356b-44d8-8400-a1c1ca142e67,A26 - Autostrada dei Trafori,PARKING_LOT,alpitronic GmbH,HYC300_4_21_21_00_00,IT*F2X*EF2XITX2003*1,false,true,false,false,"[{'max_electric_power': 300000, 'max_voltage': 600, 'power_type_id': 3, 'plug_type_id': 21, 'plug_format_id': 2, 'type': 'COMBO', 'format': 'CABLE'}]","[{'count': 23, 'energy': 641.1120000000001, 'date': '2024-07', 'cost': '437.60', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 123, 'energy': 3826.496, 'date': '2024-08', 'cost': '2602.05', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 13, 'energy': 318.59799999999996, 'date': '2024-09', 'cost': '216.65', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}]",4786.206000000002,4731.983000000004,159,157,3256.3,159,3256.3,4786.206000000002
dd2013d8-e1c6-41e3-82cb-7bd1a9c80675,A26 - Autostrada dei Trafori,PARKING_LOT,alpitronic GmbH,HYC300_4_21_21_00_00,IT*F2X*EF2XITX2004*1,false,true,false,false,"[{'max_electric_power': 300000, 'max_voltage': 600, 'power_type_id': 3, 'plug_type_id': 21, 'plug_format_id': 2, 'type': 'COMBO', 'format': 'CABLE'}]","[{'count': 23, 'energy': 720.193, 'date': '2024-07', 'cost': '489.72', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 124, 'energy': 3801.0150000000003, 'date': '2024-08', 'cost': '2558.09', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 20, 'energy': 471.13800000000003, 'date': '2024-09', 'cost': '320.36', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}]",4992.345999999999,4830.058999999998,167,161,3368.17,167,3368.17,4992.345999999999
0780208e-8dbc-492a-aa25-63695cb5fef1,A26 - Autostrada dei Trafori,PARKING_LOT,alpitronic GmbH,HYC300_4_21_21_00_00,IT*F2X*EF2XITX2104*1,false,true,false,false,"[{'max_electric_power': 300000, 'max_voltage': 600, 'power_type_id': 3, 'plug_type_id': 21, 'plug_format_id': 2, 'type': 'COMBO', 'format': 'CABLE'}]","[{'count': 51, 'energy': 1514.5630000000003, 'date': '2024-07', 'cost': '1029.89', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 254, 'energy': 8018.038999999998, 'date': '2024-08', 'cost': '5485.30', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 18, 'energy': 455, 'date': '2024-09', 'cost': '309.41', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}]",9987.601999999999,9817.874,323,317,6824.6,323,6824.6,9987.601999999999
a489be6a-3e6c-472b-a445-f31e7f8ff917,Autostrada Adriatica,PARKING_LOT,EVTEC,10941.1A,IT*F2X*EF2XITN0651*3,false,true,false,false,"[{'max_electric_power': 22000, 'max_voltage': 230, 'power_type_id': 2, 'plug_type_id': 20, 'plug_format_id': 1, 'type': 'TYPE 2', 'format': 'SOCKET'}]","[{'count': 14, 'energy': 87.93299999999999, 'date': '2024-01', 'cost': '39.58', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 11, 'energy': 58.143, 'date': '2024-02', 'cost': '26.15', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 11, 'energy': 84.96000000000001, 'date': '2024-03', 'cost': '38.23', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 19, 'energy': 142.262, 'date': '2024-04', 'cost': '63.99', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 17, 'energy': 84.17300000000002, 'date': '2024-05', 'cost': '37.88', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 15, 'energy': 101.993, 'date': '2024-06', 'cost': '45.90', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 34, 'energy': 203.026, 'date': '2024-07', 'cost': '91.36', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 33, 'energy': 276.5250000000001, 'date': '2024-08', 'cost': '124.42', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 2, 'energy': 5.555, 'date': '2024-09', 'cost': '2.50', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}]",1044.5700000000002,1017.2960000000002,156,150,470.01,156,470.01,1044.5700000000002
ec7930f9-1327-4799-9a06-bfd5ee331178,A4 Torino - Trieste,PARKING_LOT,alpitronic GmbH,HYC300_4_21_21_00_00,IT*F2X*EF2XITD5101*1,false,true,false,false,"[{'max_electric_power': 300000, 'max_voltage': 600, 'power_type_id': 3, 'plug_type_id': 21, 'plug_format_id': 2, 'type': 'COMBO', 'format': 'CABLE'}]","[{'count': 195, 'energy': 5587.220000000005, 'date': '2024-01', 'cost': '3799.35', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 175, 'energy': 4849.4479999999985, 'date': '2024-02', 'cost': '3297.62', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 203, 'energy': 6119.696000000001, 'date': '2024-03', 'cost': '4161.36', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 193, 'energy': 5347.199999999999, 'date': '2024-04', 'cost': '3636.06', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 188, 'energy': 5379.992000000003, 'date': '2024-05', 'cost': '3658.36', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 207, 'energy': 5627.4879999999985, 'date': '2024-06', 'cost': '3837.48', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 292, 'energy': 8704.743999999999, 'date': '2024-07', 'cost': '5924.81', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 282, 'energy': 7935.047999999997, 'date': '2024-08', 'cost': '5398.59', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}, {'count': 17, 'energy': 427.12, 'date': '2024-09', 'cost': '290.44', 'countInHouse': 0, 'countInPublic': 0, 'energyInHouse': 0, 'energyInPublic': 0, 'costInHouse': 0, 'costInPublic': 0}]",49977.95600000002,48984.70400000002,1752,1714,34004.07,1752,34004.07,49977.95600000002
